"","am_sid","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","depthrangedeep","demerspelag","EnvTemp","FeedingType","bodyshape","IUCN_Code","Resilience","pd50","vulnerability","importance","pricecateg"
"3335","Fis-161216","Elasmobranchii","Rajiformes","Rajidae",188.414433931463,0.0923572318558271,35336.3330813041,17.7167260201567,9.3564290678586,0.184539105417066,109.747173161203,490,"pelagic","tropical",NA,"other","LC","Medium",0.5,42.48,NA,NA
"3336","Fis-161221","Elasmobranchii","Rajiformes","Rajidae",188.414433931463,0.0923572318558271,35336.3330813041,17.7167260201567,9.3564290678586,0.184539105417066,109.747173161203,1049,"pelagic","temperate",NA,"other","LC","Low",0.5,66.12,NA,NA
"3337","Fis-161225","Elasmobranchii","Rajiformes","Rajidae",84.5027780175501,0.241733491024628,3296.43475859762,10.5499486022017,5.18656008687018,0.414375222841181,57.97004923942,298,"pelagic","tropical",NA,"other","LC","Medium",0.5001,36.63,NA,NA
"3338","Fis-161228","Elasmobranchii","Rajiformes","Rajidae",84.5027780175501,0.241733491024628,3296.43475859762,10.5499486022017,5.18656008687018,0.414375222841181,57.97004923942,735,"pelagic","tropical",NA,"other","LC","Medium",0.5001,38.12,NA,NA
"3339","Fis-161231","Elasmobranchii","Rajiformes","Rajidae",104.338096514414,0.140703815438169,6417.45177629678,15.8743214933597,7.81621934041319,0.25420649148146,69.1012189718154,1500,"pelagic","tropical",NA,"other","LC","Medium",0.5,37.95,NA,NA
"3340","Fis-161233","Elasmobranchii","Rajiformes","Rajidae",83.1752080714854,0.160253762788261,3197.58894943458,14.9567252471521,7.08782126578583,0.269428137956962,57.3240332720874,504,"pelagic","tropical",NA,"other","LC","Medium",0.5,33.15,NA,NA
"3341","Fis-161235","Elasmobranchii","Rajiformes","Arhynchobatidae",104.342983040382,0.115867379364339,6901.90892136996,18.6823208625324,9.02361215937517,0.226710144350026,64.9479865506086,209,"demersal","subtropical",NA,"other","DD","Medium",0.75,41.9,NA,NA
"3342","Fis-161239","Elasmobranchii","Rajiformes","Arhynchobatidae",104.342983040382,0.115867379364339,6901.90892136996,18.6823208625324,9.02361215937517,0.226710144350026,64.9479865506086,1440,"demersal","temperate",NA,"other","LC","Low",0.5001,55.66,NA,NA
"3343","Fis-161242","Elasmobranchii","Rajiformes","Arhynchobatidae",104.342983040382,0.115867379364339,6901.90892136996,18.6823208625324,9.02361215937517,0.226710144350026,64.9479865506086,1200,"demersal","temperate",NA,"other","LC","Low",0.5001,55.55,NA,NA
"3344","Fis-161244","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,60,"reef-associated","tropical",NA,"fusiform_normal","DD","High",0.5,10,NA,NA
"3345","Fis-161246","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,45,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,10,NA,NA
"3346","Fis-161247","Actinopterygii","Perciformes","Pinguipedidae",34.8193802968339,0.327877203648132,443.710834961476,8.90308501892353,2.09361766732854,0.579452217818047,18.1925507278071,600,"demersal","temperate",NA,"elongated","NE","High",0.5,26.15,NA,NA
"3347","Fis-161252","Actinopterygii","Stomiiformes","Stomiidae",23.5397567149252,0.423800313495307,85.8694568757911,6.27355059101942,1.82504280173576,0.668768086628931,14.2697393878252,1129,"pelagic","temperate",NA,"elongated","NE","High",0.5,15.39,NA,NA
"3348","Fis-161255","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,5,"demersal","temperate",NA,"eel_like","LC","High",0.5625,12.01,NA,NA
"3349","Fis-161257","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,82,"demersal","tropical",NA,"fusiform_normal","NE","High",0.5078,10,NA,NA
"3350","Fis-161259","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,110,"demersal","tropical",NA,"fusiform_normal","NE","High",0.5078,10,NA,NA
"3351","Fis-161270","Actinopterygii","Perciformes","Chiasmodontidae",29.3764317437554,0.400719026763244,253.901863412795,8.19948683194909,2.02424525624344,0.663619171778904,17.001012122114,1770,"pelagic","deep-water",NA,"elongated","NE",NA,0.5,10,NA,NA
"3352","Fis-161297","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,115,"reef-associated","tropical",NA,"fusiform_normal","DD","High",0.5,22.08,NA,NA
"3353","Fis-161298","Actinopterygii","Scorpaeniformes","Sebastidae",37.1824762880085,0.132794826125392,867.25945026774,25.8647277815485,6.90805718372228,0.16596669332709,23.4648256590406,515,"pelagic","tropical",NA,NA,"NE","Medium",0.5156,37.43,NA,NA
"3354","Fis-161300","Actinopterygii","Gadiformes","Macrouridae",33.7790748720108,0.18235169422057,269.06743354979,18.1228232569773,5.1443525660383,0.31297795587451,20.9377526208266,700,"demersal","subtropical",NA,NA,"NE","Medium",0.5,39.46,NA,NA
